num,time,x,y,z
344,8032,0.394220736,-0.4476303,9.125077572
345,8033,1.101400092,-0.460944432,9.943973208
346,8032,1.161237168,0.49507146,10.194952248
347,8032,0.900922932,-1.059927336,9.95193108
348,8033,0.522924012,-1.055795364,10.751085072
349,8032,0.3098979,0.423756684,11.535547608
350,8032,0.114164856,-0.237511872,10.343550204
351,8033,0.533636532,-0.317090592,9.698197392
352,8032,0.299797524,-0.36116496,8.769115836
353,8032,0.198028584,-0.888527016,7.989397416
354,8033,-0.021884148,-0.45757764,9.582196104
355,8032,-0.23108436,0.5815368,12.480238836
356,8033,0.959382684,0.1186029,9.855059292
357,8032,1.901931408,0.064887264,7.276555728
358,8032,0.953720352,-0.781401816,9.010912716
359,8032,0.157933152,-0.641067804,9.164713896
360,8033,1.138740876,-0.871080912,10.428944292
361,8032,1.27938096,0.295971624,12.524925348
362,8032,0.570212136,0.076671036,12.583691172
363,8032,0.668614284,0.012855024,10.972375128
364,8033,1.19062008,-0.470279628,8.350868448
365,8032,0.890210412,-0.613368288,8.350715412
366,8032,0.913318848,0.074834604,9.154460484
367,8032,1.553621472,-0.239195268,10.357017372
368,8032,1.276167204,-0.355196556,9.700339896
369,8033,0.69401826,0.437989032,8.877924432
370,8032,1.099716696,-0.511599348,9.211389876
371,8032,0.939488004,0.04285008,9.206339688
372,8032,1.235918736,-0.940100148,9.12553668
373,8032,2.69649432,-0.777116808,8.871190848
374,8033,2.762605872,-0.165584952,6.641609364
375,8032,1.947995244,-0.011630736,8.880832116
376,8033,1.030544424,-0.186091776,8.283379572
377,8032,0.402331644,-0.122581836,2.901103452
378,8032,0.810784728,-0.035045244,5.605402608
379,8033,1.420480152,0.1339065,3.090715056
380,8032,1.276167204,0.014844492,-2.682415008
381,8033,-2.229275412,0.112634496,-4.4609994
382,8032,-5.559950916,0.393914664,-3.44484036
383,8032,-6.879580344,0.654688008,-6.08547654
384,8033,-8.227368396,0.559193544,-7.870182372
385,8032,-10.1042019,0.633722076,-8.976632652
386,8033,-13.04019756,0.694477368,-10.280040264
387,8032,-15.009464808,0.981572904,-10.198166004
388,8032,-16.212174732,0.988459524,-11.544729768
389,8032,-17.007349788,1.175928624,-12.324601224
390,8032,-16.107498108,0.777575916,-13.382539092
391,8033,-14.300755092,1.302489396,-15.723071676
392,8032,-13.867816248,0.890363448,-17.248228452
393,8032,-13.07998692,1.040032656,-18.792514728
394,8032,-12.821968224,1.071711108,-19.079457228
395,8032,-12.406934592,1.0521225,-18.98870688
396,8032,-11.973842712,0.717126696,-17.033365908
397,8032,-10.045895184,1.075383972,-14.481949716
398,8032,-8.928732384,0.575721432,-10.083695076
399,8032,-7.137446004,0.253886724,-6.987317688
400,8032,-5.570051292,0.155790648,-7.391791836
401,8032,-4.450899024,0.55169478,-6.666707268
402,8033,-2.756025324,0.503029332,-10.043140536
403,8032,-1.510771392,0.507008268,-12.089997036
404,8032,-1.299428676,0.36116496,-11.03160006
405,8031,-1.73007198,0.159310476,-9.10640718
406,8032,-1.476644364,0.325660608,-8.04892842
407,8032,-1.432723032,0.222973452,-8.803548936
408,8032,-1.617896592,0.154872432,-9.661009644
409,8032,-1.323455328,0.242409024,-9.915661548
410,8032,-1.142566776,0.3902418,-10.03457052
411,8032,-0.915767424,0.045298656,-10.2228048
412,8033,-0.179358192,0.161146908,-9.857966976
413,8032,-0.43921332,0.10482966,-9.494659512
414,8032,-1.291011696,-0.102840192,-9.760483044
415,8032,-1.594941192,0.325507572,-10.008248328
416,8032,-1.733438772,0.186091776,-9.199146996
417,8032,-1.456290576,0.256641372,-8.292408696
418,8033,-0.707638464,0.49813218,-8.091166356
419,8032,-0.899392572,0.84246318,-9.106254144
420,8032,-0.925561728,0.176144436,-9.397328616
421,8032,-1.092217932,-0.03137238,-9.532765476
422,8032,-1.709259084,0.280974096,-9.7598709
423,8032,-1.431498744,0.075905856,-9.35126478
424,8033,-0.612756144,0.474717672,-9.904183848
425,8032,-0.495683604,0.246694032,-11.1257172
426,8032,-0.950200524,-0.212107896,-11.013082704
427,8032,-1.690435656,0.061826544,-10.2801933
428,8032,-2.21213538,0.2601612,-9.222102396
429,8033,-1.75685328,0.562254264,-8.207014608
430,8032,-0.451762272,0.443192256,-7.217330796
431,8032,-0.528280272,0.57541536,-8.518901976
432,8033,-0.840014604,-0.149363136,-9.501699168
433,8032,-1.099104552,-0.224044704,-9.852151608
434,8032,-1.478633832,0.173848896,-9.81496386
435,8032,-1.2204621,0.114470928,-9.433445112
436,8033,-0.383049108,0.636170652,-9.127373112
437,8032,-0.284034816,0.491092524,-9.261432648
438,8033,-0.4744116,0.065193336,-9.429466176
439,8032,-0.989989884,0.117684684,-9.749617488
440,8032,-1.542143772,-0.126560772,-9.705696156
441,8033,-1.781645112,0.27776034,-9.513176868
442,8032,-1.300193856,0.451303164,-8.756107776
443,8032,-0.591790212,0.630814392,-8.345206116
444,8032,-0.448701552,0.356879952,-8.34964416
445,8032,-0.120286296,0.187928208,-8.276799024
446,8032,-0.488490912,0.089985168,-8.936384184
447,8032,-1.13552712,0.04514562,-9.336114216
448,8032,-1.347941088,0.368204616,-9.484559136
449,8032,-1.364622012,0.722023848,-9.768900024
450,8033,-1.274177736,0.124418268,-10.128075516
451,8032,-0.341576352,0.074681568,-10.823624136
452,8032,-0.03366792,-0.093658032,-11.619105264
453,8032,-0.909952056,0.15227082,-11.77305948
454,8032,-1.330494984,-0.142017408,-11.034966852
455,8032,-1.636107876,-0.144312948,-10.309882284
456,8033,-1.175928624,0.140640084,-9.664835544
457,8032,-0.900004716,0.988306488,-9.336879396
458,8031,-0.773903052,0.59377968,-8.352857916
459,8032,-0.966575376,0.179511228,-8.06958828
460,8032,-1.254436092,0.471197844,-8.283685644
461,8032,-1.957942584,0.500886828,-8.914347
462,8033,-1.033452108,0.177827832,-9.75910572
463,8032,-1.265454684,0.356879952,-10.794088188
464,8032,-0.678408588,0.108808596,-9.764308944
465,8032,-1.14241374,0.131917032,-9.781448976
466,8033,-0.815375808,0.319998276,-10.267797384
467,8032,-1.299734748,0.297042876,-9.931424256
468,8032,-1.019678868,0.389017512,-9.392890572
469,8032,-1.007282952,0.092739816,-9.326166876
470,8033,-0.418247388,0.237817944,-8.281390104
471,8032,-0.86006232,0.431867592,-7.522178508
472,8032,-0.565621056,0.6733584,-7.357817844
473,8032,-0.520628472,0.999631152,-7.864673076
474,8032,-0.567304452,0.490633416,-8.002099404
475,8033,-0.264446208,0.274087476,-8.258740776
476,8032,-0.728145288,-0.090444276,-9.659020176
477,8032,-0.40784094,-0.04131972,-10.587336552
478,8032,-0.901229004,0.150281352,-10.689717636
479,8032,-1.035135504,0.132070068,-9.784509696
480,8032,-0.802214712,0.411207732,-8.753812236
481,8033,-0.735491016,0.47364642,-8.549662212
482,8031,-0.947904984,0.418706496,-8.902257156
483,8033,-0.59760558,0.441967968,-9.267707124
484,8032,-1.096962048,0.413503272,-10.210714956
485,8032,-0.23873616,0.439672428,-10.28631474
486,8032,-0.877049316,0.120286296,-10.102212432
487,8032,-1.260863604,0.369734976,-9.605763648
488,8032,-0.606940776,0.001377324,-8.851143132
489,8032,-0.520934544,0.22649328,-9.659173212
490,8032,0.100391616,0.450231912,-10.59085638
491,8032,-0.392690376,0.532106172,-11.45015352
492,8032,-1.122059952,0.562254264,-11.262225312
493,8032,-1.274942916,-0.262762812,-9.795681324
494,8032,-0.936427284,-0.48435894,-9.401460588
495,8032,-1.049367852,0.872152164,-10.718029296
496,8033,-0.329180436,1.25948628,-10.725068952
497,8032,-0.853328736,0.573885,-9.719469396
498,8032,-0.61826544,0.10482966,-8.535123792
499,8032,-1.2510693,0.274087476,-9.227764728
500,8032,-0.63969048,0.140640084,-8.942505624
501,8033,-0.325507572,0.372030516,-8.771717448
502,8032,-0.570671244,0.559040508,-9.60453936
503,8032,-0.188846424,0.277607304,-9.685495404
504,8033,-1.388189556,0.21884148,-9.74380212
505,8032,-1.336616424,0.168798708,-9.017493264
506,8032,-1.204546356,0.2104245,-8.943882948
507,8033,-0.798235776,0.365296932,-8.853744744
508,8032,-0.3711123,0.691110576,-8.580881556
509,8033,-0.851798376,0.55016442,-8.593277472
510,8032,-0.477319284,0.36269532,-8.782583004
511,8032,-0.358716384,0.196804296,-9.177721956
512,8033,-0.600360228,0.46369908,-9.26479944
513,8032,-0.493235028,0.278372484,-8.667040824
514,8033,-0.29918538,0.523230084,-8.898584292
515,8032,-0.545267268,0.542818692,-9.059884236
516,8032,-0.365603004,0.50807952,-8.825892192
517,8032,-0.80879526,0.61903062,-8.687241576
518,8032,-1.31457924,0.357492096,-9.112681656
519,8033,-0.819048672,0.364684788,-9.916885836
520,8032,-0.683764848,0.311734332,-10.571114736
521,8032,-0.155637612,0.467218908,-10.292589216
522,8032,-0.366980328,0.379988388,-9.904642956
523,8032,-0.683764848,0.272863188,-9.39947112
524,8032,-0.182265876,0.398199672,-9.621067248
525,8032,-1.07737344,0.387793224,-10.09195902
526,8032,-0.662798916,0.502111116,-9.754973748
527,8032,-0.089219988,0.403096824,-9.862711092
528,8032,-0.344331,0.173083716,-10.260757728
529,8032,0.300562704,0.217923264,-9.773950212
530,8032,-0.564243732,0.430337232,-10.06058664
531,8033,-1.249691976,0.202313592,-9.998454024
532,8032,-0.6197958,-0.299338416,-9.561230172
533,8032,-0.669685536,-0.043768296,-9.943054992
534,8032,-0.467984088,1.04217516,-9.753137316
535,8032,-0.15380118,0.84399354,-9.08574732
536,8033,-0.2984202,0.44609994,-9.768134844
537,8031,-0.221596128,0.167115312,-9.281480364
538,8033,-1.097574192,0.285718212,-8.854050816
539,8032,-0.797929704,0.484818048,-9.936474444
540,8032,-0.029382912,0.160840836,-10.33605144
541,8032,-0.306684144,0.543889944,-10.603558368
542,8032,-0.05126706,0.44227404,-9.450585144
543,8033,-1.14470928,0.396669312,-8.841042756
544,8031,-1.16766468,0.474717672,-8.375201172
545,8032,-0.961372152,0.381671784,-8.56312938
546,8032,-0.625764204,0.687743784,-9.120027384
547,8032,0.249295644,0.623468664,-9.00081234
548,8032,-0.158851368,0.260773344,-9.143288856
549,8032,-0.663717132,0.247765284,-9.404980416
550,8032,-1.006517772,0.356879952,-9.708450804
551,8033,-0.38182482,0.515119176,-9.923925492
552,8032,-0.1683396,0.3940677,-9.998147952
553,8032,0.359787636,0.4131972,-9.46451142
554,8032,-0.46140354,0.59913594,-8.751669732
555,8032,-0.380600532,0.158851368,-7.51942386
556,8032,-0.786298968,0.338515632,-9.0750348
557,8032,-0.493235028,0.377539812,-9.180935712
558,8032,-0.683764848,0.371724444,-8.447281128
559,8033,-0.509303808,0.54939924,-8.710350012
560,8032,0.011018592,0.492469848,-9.132117228
561,8032,-0.034127028,0.018670392,-9.632391912
562,8032,-0.589341636,0.558275328,-10.217754612
563,8033,-0.67029768,0.471656952,-10.29014064
564,8032,-0.88148736,0.08646534,-10.348600392
565,8032,-0.333312408,0.437835996,-9.98406864
566,8032,0.33591402,0.56393766,-9.846183204
567,8032,0.059224932,0.331782048,-10.03457052
568,8032,0.25939602,1.113183864,-10.069309692
569,8033,-0.419777748,0.437835996,-10.342631988
570,8032,-0.720340452,0.011171628,-9.822768696
571,8032,-0.592096284,-0.072386028,-8.846399016
572,8033,-0.368204616,0.031066308,-10.121341932
573,8032,-0.037340784,1.032074784,-11.453061204
574,8033,-0.190376784,0.810937764,-10.061045748
575,8031,-0.685295208,0.589800744,-9.063251028
576,8032,-0.362389248,-0.995652216,-8.56312938
577,8033,0.011018592,-0.548021916,-10.248973956
578,8032,-0.097024824,-0.01759914,-10.663089372
579,8032,0.001989468,0.414268452,-9.202513788
580,8033,-0.409524336,1.10645028,-8.7077484
581,8032,-0.455588172,0.97407414,-8.971276392
582,8033,-0.887302728,0.645964956,-9.184914648
583,8032,-0.952496064,0.101309832,-9.22118418
584,8032,-0.480686076,-0.243480276,-10.406141928
585,8033,-0.279443736,-0.065346372,-11.341804032
586,8032,-0.278066412,0.201854484,-9.085135176
587,8032,-0.587505204,1.006823844,-7.217636868
588,8033,-0.147832776,0.817671348,-7.246407636
589,8032,0.176603544,0.735797088,-9.059272092
590,8033,-0.187009992,0.735184944,-10.04910894
591,8032,-0.144925092,-0.145690272,-8.096216544
592,8032,-0.066417624,0.291686616,-9.05743566
593,8033,0.118143792,0.249601716,-9.789253812
594,8032,-0.424062756,0.376927668,-8.642861136
595,8033,-0.594085752,0.544655124,-8.5853196
596,8032,-0.346167432,0.435693492,-10.221733548
597,8032,-0.258324768,0.575109288,-10.312483896
598,8032,-0.56852874,0.364072644,-9.546844788
599,8032,-0.160381728,0.36958194,-9.936474444
600,8032,-0.164360664,-0.142017408,-9.173589984
601,8032,-0.413044164,0.395904132,-8.952452964
602,8033,-0.32596668,0.574803216,-8.90746038
603,8032,-0.306990216,0.031831488,-8.958421368
604,8033,0.1262547,0.127325952,-10.065636828
605,8032,0.831597624,-0.016527888,-10.570502592
606,8032,0.085547124,-0.012395916,-10.975282812
607,8032,-0.138191508,0.4438044,-9.940147308
608,8033,-0.634946364,0.075905856,-9.890257572
609,8032,-0.03519828,0.327956148,-10.278050796
610,8032,0.10559484,0.60755292,-10.532549664
611,8033,-0.659279088,0.629130996,-9.377586972
612,8032,-0.045451692,0.274393548,-8.860937436
613,8032,0.030454164,0.49507146,-9.256535496
614,8032,-0.193743576,0.47976786,-9.513023832
615,8032,0.011324664,0.170329068,-10.1118537
616,8033,0.007192692,0.369122832,-10.266726132
617,8032,0.188540352,0.398352708,-9.73155924
618,8033,0.003978936,0.38105964,-9.001271448
619,8032,0.055399032,0.248530464,-7.994294568
620,8033,-0.011018592,0.524760444,-7.904003328
621,8032,-0.255111012,0.498285216,-9.286071444
622,8032,-0.355961736,0.389782692,-10.643041656
623,8032,-0.737786556,0.125030412,-11.094191784
624,8033,-0.680091984,0.076518,-10.667986524
625,8032,-0.239195268,0.350146368,-9.87311754
626,8032,0.336067056,0.5088447,-8.924447376
627,8033,0.547409772,0.389782692,-9.163948716
628,8032,0.639231372,0.414880596,-9.778847364
629,8032,0.439366356,0.288625896,-10.685432628
630,8032,0.613368288,0.266435676,-11.212488612
631,8032,0.692181828,0.14767974,-11.067716556
632,8033,0.950200524,0.32673186,-10.693849608
633,8032,1.576423836,0.359940672,-13.780279656
634,8032,1.182509172,0.204915204,-14.1022674
635,8033,2.116793952,0.296736804,-13.506345216
636,8032,4.486862484,0.446712084,-18.181595016
637,8032,5.169709116,0.217770228,-23.878360116
638,8033,2.051141508,0.615816864,-22.299028596
639,8032,1.367223624,0.497520036,-21.546091476
640,8033,3.170293776,0.45375174,-22.211492004
641,8032,3.006086148,0.544961196,-21.669438492
642,8033,1.985029956,0.3634605,-18.642998556
643,8032,3.82819554,0.31219344,-17.69708304
644,8033,4.286079252,0.385803756,-16.838245008
645,8032,3.505595652,0.28770768,-14.556937356
646,8033,4.524050232,0.108196452,-13.612399164
647,8032,3.247883028,0.4667598,-12.013632072
648,8033,3.015727416,0.073763352,-10.37890152
649,8032,2.807598456,0.164666736,-9.126914004
650,8032,0.927245124,0.22419774,-6.45964956
651,8033,-0.068254056,0.230472216,-4.401621432
652,8032,-1.485673488,0.016221816,-2.393176968
653,8032,-2.23662114,0.092892852,1.26560772
654,8033,-2.233866492,-0.003519828,4.8015045
655,8032,-3.013431876,-0.15074046,8.95719708
656,8033,-3.104488296,-0.190070712,11.308136112
657,8032,-2.751434244,-0.217005048,11.332621872
658,8033,-2.057415984,-0.2142504,12.178910952
659,8032,-1.368447912,-0.394526808,10.078032744
660,8032,-0.31908006,-0.033055776,9.5991831
661,8033,-0.027240408,-0.476094996,7.940731968
662,8032,-0.329486508,-0.478696608,7.615224396
663,8032,0.226187208,0.076824072,8.837522928
664,8033,0.026475228,0.091668564,8.805538404
665,8032,-0.485736264,-0.379070172,10.042528392
666,8032,-0.469973556,-0.361777104,10.841376312
667,8033,0.382743036,-0.396669312,12.114482796
668,8032,1.211586012,0.197110368,11.617421868
669,8032,0.379835352,-0.12855024,10.11108852
670,8033,-0.73686834,-0.698762376,9.6986565
671,8032,0.186091776,-0.685295208,9.77287896
672,8032,-0.028617732,-0.078966576,9.201595572
673,8033,0.836494776,-0.409983444,9.63591174
674,8032,0.327344004,-0.662186772,9.206951832
675,8032,0.531494028,-0.173542824,9.138238668
676,8032,0.340352064,0.96336162,8.314292844
677,8032,-0.887455764,-1.527452316,7.4184201
678,8032,-0.274546584,-1.527452316,8.650206864
679,8033,2.070730116,0.476860176,11.798616492
680,8032,0.127938096,0.187775172,13.208078052
681,8032,-0.100544652,-0.275617836,12.161923956
682,8032,0.861745716,0.17293068,8.763453504
683,8032,0.892812024,-1.617743556,9.947493036
684,8032,-0.119980224,0.450844056,11.126788452
685,8032,1.023657804,0.013467168,9.513023832
686,8032,0.4246749,-0.953720352,8.370457056
687,8032,-0.164054592,-0.660044268,6.578099424
688,8032,0.295665552,0.718044912,8.518595904
689,8032,0.331935084,-0.251285112,8.59450176
690,8032,0.275158728,-1.265148612,11.545954056
691,8033,0.946221588,0.571895532,13.227819696
692,8032,0.236287584,0.254498868,10.233823392
693,8033,1.160931096,0.295665552,9.699268644
694,8032,0.382896072,-0.098249112,11.970628956
695,8032,-0.155025468,-1.165522176,9.266176764
696,8032,0.889445232,-1.701913356,11.372717304
697,8033,0.292145724,1.512913896,9.219500784
698,8032,-0.386262864,-0.972084672,7.766577
699,8032,0.376774632,-0.42314454,8.034236964
700,8032,-0.087536592,-0.142170444,7.843707144
701,8032,0.4476303,-0.8302203,8.161715952
702,8033,1.024882092,-1.205311536,10.77985584
703,8032,0.701057916,1.011261888,11.762653032
704,8032,1.296520992,0.28541214,12.3500052
705,8032,0.950200524,0.763955712,10.05599556
706,8032,0.852716592,-1.457208792,10.067779332
707,8032,0.284187852,-0.389782692,9.16226532
708,8033,1.064518416,-1.524850704,9.625811364
709,8032,0.197110368,-0.299797524,9.962184492
710,8032,0.22037184,-0.025710048,9.155990844
711,8032,0.154260288,-0.007804836,10.060739676
712,8032,0.422991504,-0.106819128,6.949670832
713,8032,-0.060755292,-0.968258772,8.926895952
714,8033,1.209137436,-0.843687468,11.242483668
715,8032,0.346014396,0.238889196,9.273063384
716,8032,0.958158396,0.647648352,10.779243696
717,8032,-0.055705104,0.653922828,10.724609844
718,8032,-0.533024388,-0.3252015,10.309117104
719,8033,0.209047176,-1.122059952,9.54102942
720,8032,1.091605788,-1.226277468,8.91128628
721,8033,0.926173872,-0.976828788,8.926436844
722,8032,1.357888428,0.523995264,9.452880684
723,8032,-0.030760236,-0.823792788,10.825460568
724,8033,0.210883608,-0.932601384,8.092390644
725,8032,0.161606016,-0.96336162,9.758646612
726,8032,0.381365712,-0.184561416,8.996374296
727,8032,0.80267382,0.051114024,10.407519252
728,8033,1.559742912,1.498681548,10.737923976
729,8033,0.575874468,-0.398811816,11.05532064
730,8032,0.501805044,-0.540370116,10.439503776
731,8033,0.1071252,-1.207301004,9.03065436
732,8032,1.180978812,-1.593410832,8.246650932
733,8032,0.21501558,-0.67488876,11.140102584
734,8033,2.11266198,1.394617068,10.376146872
735,8032,0.328874364,-0.279749808,10.121188896
736,8032,-0.741612456,-1.567241676,10.634624676
737,8033,0.50960988,-1.71170766,8.322403752
738,8032,-0.57465018,-0.87689628,8.456157216
739,8033,0.748805148,0.854553024,9.51577848
740,8032,1.49669208,1.457055756,10.136492496
741,8033,0.341576352,0.2027727,10.891113012
742,8032,0.82180332,-0.09717786,10.37890152
743,8033,0.247765284,-0.741153348,10.371861864
744,8033,0.44303922,-0.60678774,10.08201168
745,8032,1.976306904,-0.893577204,7.516057068
746,8033,0.153495108,0.021272004,8.689843188
747,8032,1.320394608,-0.832209768,8.610723576
748,8033,-0.783391284,-1.773840276,8.886494448
